"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.683118260E1,6.584054790E-3,3.711012751E-2,9.953294754E0
3.683319286E1,1.795651275E-3,2.753331885E-2,9.924564362E0
3.683520312E1,1.137245819E-2,2.753331885E-2,9.934141159E0
3.683721338E1,1.616086066E-2,2.274491638E-2,9.910199165E0
3.683922364E1,2.094926499E-2,5.626374111E-2,9.910199165E0
3.684123390E1,3.052607179E-2,2.274491638E-2,9.900622368E0
3.684324416E1,3.052607179E-2,5.147533491E-2,9.895833969E0
3.684525442E1,2.573766746E-2,2.753331885E-2,9.934141159E0
3.684726468E1,1.137245819E-2,3.232172132E-2,9.929352760E0
3.684927494E1,2.573766746E-2,3.232172132E-2,9.924564362E0
3.685128520E1,6.584054790E-3,1.795651205E-2,9.924564362E0
3.685329546E1,-1.735796221E-2,4.189852998E-2,9.934141159E0
3.685530234E1,1.795651275E-3,3.232172132E-2,9.938929558E0
3.685730921E1,1.795651275E-3,4.189852998E-2,9.924564362E0
3.685931650E1,1.137245819E-2,3.711012751E-2,9.934141159E0
3.686132432E1,1.616086066E-2,2.274491638E-2,9.919775963E0
3.686333270E1,1.137245819E-2,2.753331885E-2,9.919775963E0
3.686534171E1,3.531447425E-2,1.795651205E-2,9.914987564E0
3.686735140E1,1.616086066E-2,1.795651205E-2,9.905410767E0
3.686936176E1,3.052607179E-2,1.795651205E-2,9.910199165E0
3.687137275E1,2.573766746E-2,2.753331885E-2,9.919775963E0
3.687338432E1,1.137245819E-2,2.274491638E-2,9.910199165E0
3.687539640E1,2.094926499E-2,2.753331885E-2,9.919775963E0
3.687740890E1,2.573766746E-2,2.274491638E-2,9.934141159E0
3.687942171E1,1.616086066E-2,3.232172132E-2,9.938929558E0
3.688143473E1,1.795651275E-3,3.711012751E-2,9.934141159E0
3.688344781E1,-7.781155407E-3,4.189852998E-2,9.938929558E0
3.688546046E1,1.137245819E-2,1.316810958E-2,9.929352760E0
3.688747072E1,1.137245819E-2,4.668693244E-2,9.929352760E0
3.688948098E1,2.573766746E-2,2.753331885E-2,9.924564362E0
3.689149124E1,1.137245819E-2,1.795651205E-2,9.924564362E0
3.689350150E1,6.584054790E-3,2.274491638E-2,9.900622368E0
3.689551176E1,2.573766746E-2,3.232172132E-2,9.900622368E0
3.689752202E1,3.531447425E-2,3.711012751E-2,9.924564362E0
3.689953228E1,2.094926499E-2,2.753331885E-2,9.910199165E0
3.690154255E1,6.584054790E-3,8.379706182E-3,9.919775963E0
3.690355281E1,6.584054790E-3,1.795651205E-2,9.924564362E0
3.690556307E1,1.137245819E-2,1.795651205E-2,9.938929558E0
3.690757333E1,6.584054790E-3,2.753331885E-2,9.948506355E0
3.690958359E1,-2.992752008E-3,2.274491638E-2,9.938929558E0
3.691159385E1,1.137245819E-2,2.753331885E-2,9.934141159E0
3.691360411E1,1.137245819E-2,2.753331885E-2,9.934141159E0
3.691561437E1,-1.735796221E-2,3.232172132E-2,9.914987564E0
3.691762463E1,6.584054790E-3,4.668693244E-2,9.914987564E0
3.691963489E1,1.795651275E-3,3.232172132E-2,9.919775963E0
3.692164515E1,2.573766746E-2,4.189852998E-2,9.895833969E0
3.692365541E1,3.052607179E-2,2.753331885E-2,9.910199165E0
3.692566567E1,2.094926499E-2,8.379706182E-3,9.910199165E0
3.692767593E1,3.531447425E-2,1.795651205E-2,9.914987564E0
3.692968619E1,1.616086066E-2,1.795651205E-2,9.914987564E0
3.693169645E1,1.137245819E-2,3.711012751E-2,9.948506355E0
3.693370671E1,1.795651275E-3,2.274491638E-2,9.914987564E0
3.693571697E1,6.584054790E-3,2.274491638E-2,9.905410767E0
3.693772723E1,6.584054790E-3,3.711012751E-2,9.938929558E0
3.693973749E1,1.137245819E-2,1.795651205E-2,9.938929558E0
3.694174775E1,1.616086066E-2,2.753331885E-2,9.934141159E0
3.694375802E1,1.616086066E-2,2.753331885E-2,9.924564362E0
3.694576828E1,6.584054790E-3,2.274491638E-2,9.910199165E0
3.694777854E1,6.584054790E-3,2.274491638E-2,9.929352760E0
3.694978880E1,2.094926499E-2,3.232172132E-2,9.910199165E0
3.695179906E1,3.052607179E-2,3.232172132E-2,9.910199165E0
3.695380932E1,2.094926499E-2,2.274491638E-2,9.900622368E0
3.695581958E1,2.573766746E-2,4.668693244E-2,9.900622368E0
3.695782984E1,1.137245819E-2,2.753331885E-2,9.919775963E0
3.695984010E1,1.137245819E-2,2.753331885E-2,9.914987564E0
3.696185036E1,1.616086066E-2,2.274491638E-2,9.929352760E0
3.696386062E1,2.094926499E-2,2.753331885E-2,9.934141159E0
3.696587088E1,1.795651275E-3,2.753331885E-2,9.934141159E0
3.696788114E1,1.795651275E-3,1.795651205E-2,9.934141159E0
3.696989140E1,6.584054790E-3,3.711012751E-2,9.953294754E0
3.697190166E1,1.616086066E-2,5.626374111E-2,9.914987564E0
3.697391192E1,2.094926499E-2,4.668693244E-2,9.924564362E0
3.697592218E1,2.573766746E-2,4.189852998E-2,9.919775963E0
3.697793244E1,3.531447425E-2,3.711012751E-2,9.910199165E0
3.697994270E1,3.052607179E-2,4.189852998E-2,9.924564362E0
3.698195296E1,3.531447425E-2,1.795651205E-2,9.914987564E0
3.698396322E1,2.094926499E-2,8.379706182E-3,9.929352760E0
3.698597348E1,1.616086066E-2,1.316810958E-2,9.934141159E0
3.698798374E1,3.052607179E-2,1.316810958E-2,9.929352760E0
3.698999400E1,6.584054790E-3,2.274491638E-2,9.938929558E0
3.699200427E1,-2.992752008E-3,3.232172132E-2,9.948506355E0
3.699401453E1,6.584054790E-3,3.711012751E-2,9.948506355E0
3.699602478E1,-2.992752008E-3,3.232172132E-2,9.924564362E0
3.699803505E1,1.616086066E-2,2.753331885E-2,9.934141159E0
3.700004531E1,1.137245819E-2,2.753331885E-2,9.934141159E0
3.700205557E1,1.795651275E-3,3.232172132E-2,9.924564362E0
3.700406583E1,3.531447425E-2,2.274491638E-2,9.910199165E0
3.700607609E1,2.094926499E-2,8.379706182E-3,9.924564362E0
3.700808635E1,1.137245819E-2,3.711012751E-2,9.914987564E0
3.701009661E1,1.137245819E-2,3.711012751E-2,9.914987564E0
3.701210687E1,2.573766746E-2,4.189852998E-2,9.914987564E0
3.701411713E1,2.573766746E-2,3.232172132E-2,9.929352760E0
3.701612739E1,1.137245819E-2,3.232172132E-2,9.934141159E0
3.701813765E1,-7.781155407E-3,2.753331885E-2,9.958083153E0
3.702014791E1,1.795651275E-3,5.147533491E-2,9.953294754E0
3.702215817E1,6.584054790E-3,3.232172132E-2,9.938929558E0
3.702416843E1,1.137245819E-2,1.316810958E-2,9.948506355E0
3.702617869E1,2.094926499E-2,2.753331885E-2,9.943717957E0
3.702818895E1,1.616086066E-2,3.232172132E-2,9.929352760E0
3.703019921E1,6.584054790E-3,2.753331885E-2,9.934141159E0
3.703220947E1,2.094926499E-2,3.232172132E-2,9.924564362E0
3.703421973E1,2.573766746E-2,2.753331885E-2,9.919775963E0
3.703622999E1,3.052607179E-2,2.274491638E-2,9.900622368E0
3.703824025E1,3.531447425E-2,1.795651205E-2,9.900622368E0
3.704025052E1,1.616086066E-2,8.379706182E-3,9.919775963E0
3.704226078E1,1.137245819E-2,1.795651205E-2,9.924564362E0
3.704427104E1,-1.256955881E-2,1.795651205E-2,9.948506355E0
3.704628130E1,1.137245819E-2,2.274491638E-2,9.948506355E0
3.704829156E1,1.137245819E-2,1.795651205E-2,9.924564362E0
3.705030182E1,1.795651275E-3,2.753331885E-2,9.943717957E0
3.705231208E1,6.584054790E-3,1.795651205E-2,9.924564362E0
3.705432234E1,1.137245819E-2,2.753331885E-2,9.919775963E0
3.705633260E1,1.616086066E-2,1.795651205E-2,9.910199165E0
3.705834286E1,2.573766746E-2,5.147533491E-2,9.910199165E0
3.706035312E1,6.584054790E-3,2.274491638E-2,9.914987564E0
3.706236338E1,1.137245819E-2,3.232172132E-2,9.910199165E0
3.706437364E1,1.137245819E-2,-1.197100850E-3,9.905410767E0
3.706638390E1,1.137245819E-2,3.711012751E-2,9.924564362E0
3.706839416E1,1.795651275E-3,2.753331885E-2,9.929352760E0
3.707040442E1,1.616086066E-2,3.711012751E-2,9.934141159E0
3.707241468E1,2.094926499E-2,4.668693244E-2,9.929352760E0
3.707442494E1,2.094926499E-2,3.232172132E-2,9.943717957E0
3.707643520E1,1.616086066E-2,3.711012751E-2,9.967659950E0
3.707844546E1,6.584054790E-3,5.147533491E-2,9.953294754E0
3.708045572E1,6.584054790E-3,2.753331885E-2,9.929352760E0
3.708246598E1,6.584054790E-3,3.711012751E-2,9.919775963E0
3.708447624E1,1.137245819E-2,8.379706182E-3,9.910199165E0
3.708648650E1,2.094926499E-2,1.795651205E-2,9.924564362E0
3.708849676E1,1.616086066E-2,2.274491638E-2,9.910199165E0
3.709050702E1,2.573766746E-2,4.189852998E-2,9.905410767E0
3.709251728E1,2.573766746E-2,3.232172132E-2,9.919775963E0
3.709452755E1,3.052607179E-2,2.274491638E-2,9.924564362E0
3.709653781E1,1.137245819E-2,4.668693244E-2,9.929352760E0
3.709854807E1,1.795651275E-3,2.753331885E-2,9.929352760E0
3.710055833E1,1.795651275E-3,3.232172132E-2,9.924564362E0
3.710256859E1,1.795651275E-3,3.711012751E-2,9.934141159E0
3.710457885E1,1.137245819E-2,1.795651205E-2,9.943717957E0
3.710658911E1,3.052607179E-2,1.795651205E-2,9.934141159E0
3.710859937E1,2.094926499E-2,2.274491638E-2,9.938929558E0
3.711060963E1,3.052607179E-2,3.711012751E-2,9.919775963E0
3.711261989E1,2.573766746E-2,3.232172132E-2,9.910199165E0
3.711463015E1,2.094926499E-2,2.753331885E-2,9.905410767E0
3.711664041E1,1.616086066E-2,2.753331885E-2,9.919775963E0
3.711865067E1,1.137245819E-2,2.274491638E-2,9.948506355E0
3.712066093E1,1.137245819E-2,3.711012751E-2,9.938929558E0
3.712267119E1,1.616086066E-2,3.232172132E-2,9.924564362E0
3.712468145E1,6.584054790E-3,2.753331885E-2,9.943717957E0
3.712669171E1,1.137245819E-2,3.232172132E-2,9.938929558E0
3.712870197E1,2.573766746E-2,2.753331885E-2,9.938929558E0
3.713071223E1,2.573766746E-2,2.753331885E-2,9.943717957E0
3.713272249E1,1.137245819E-2,2.274491638E-2,9.929352760E0
3.713473275E1,2.573766746E-2,3.232172132E-2,9.929352760E0
3.713674302E1,6.584054790E-3,3.232172132E-2,9.919775963E0
3.713875328E1,6.584054790E-3,1.316810958E-2,9.910199165E0
3.714076354E1,3.531447425E-2,2.753331885E-2,9.905410767E0
3.714277380E1,1.137245819E-2,1.795651205E-2,9.914987564E0
3.714478406E1,6.584054790E-3,2.753331885E-2,9.929352760E0
3.714679432E1,3.531447425E-2,3.232172132E-2,9.910199165E0
3.714880458E1,1.137245819E-2,3.711012751E-2,9.924564362E0
3.715081484E1,2.094926499E-2,3.711012751E-2,9.938929558E0
3.715282510E1,1.795651275E-3,2.753331885E-2,9.972448349E0
3.715483536E1,1.616086066E-2,3.711012751E-2,9.943717957E0
3.715684562E1,1.795651275E-3,2.753331885E-2,9.938929558E0
3.715885588E1,2.094926499E-2,3.232172132E-2,9.914987564E0
3.716086614E1,1.137245819E-2,2.753331885E-2,9.914987564E0
3.716287640E1,6.584054790E-3,2.753331885E-2,9.910199165E0
3.716488666E1,1.616086066E-2,1.795651205E-2,9.924564362E0
3.716689692E1,2.094926499E-2,3.232172132E-2,9.919775963E0
3.716890718E1,2.094926499E-2,1.316810958E-2,9.905410767E0
3.717091744E1,2.094926499E-2,1.795651205E-2,9.919775963E0
3.717292770E1,1.137245819E-2,2.753331885E-2,9.929352760E0
3.717493796E1,-1.735796221E-2,1.316810958E-2,9.958083153E0
3.717694822E1,6.584054790E-3,2.753331885E-2,9.953294754E0
3.717895848E1,-2.992752008E-3,2.753331885E-2,9.948506355E0
3.718096874E1,1.616086066E-2,3.711012751E-2,9.934141159E0
3.718297900E1,2.094926499E-2,5.147533491E-2,9.938929558E0
3.718498927E1,2.573766746E-2,5.147533491E-2,9.934141159E0
3.718699953E1,1.616086066E-2,1.316810958E-2,9.924564362E0
3.718900978E1,2.094926499E-2,1.795651205E-2,9.914987564E0
3.719102005E1,1.137245819E-2,1.795651205E-2,9.919775963E0
3.719303031E1,6.584054790E-3,1.316810958E-2,9.924564362E0
3.719504057E1,2.094926499E-2,2.753331885E-2,9.910199165E0
3.719705083E1,1.137245819E-2,1.795651205E-2,9.934141159E0
3.719906109E1,6.584054790E-3,1.795651205E-2,9.910199165E0
3.720107135E1,1.616086066E-2,3.232172132E-2,9.934141159E0
3.720308161E1,1.795651275E-3,4.189852998E-2,9.929352760E0
3.720509187E1,1.616086066E-2,2.753331885E-2,9.948506355E0
3.720710213E1,2.094926499E-2,4.189852998E-2,9.924564362E0
3.720911239E1,-2.992752008E-3,1.795651205E-2,9.934141159E0
3.721112265E1,1.616086066E-2,2.274491638E-2,9.929352760E0
3.721313291E1,1.137245819E-2,1.316810958E-2,9.919775963E0
3.721514317E1,2.094926499E-2,2.274491638E-2,9.900622368E0
3.721715343E1,3.052607179E-2,4.189852998E-2,9.919775963E0
3.721916369E1,2.573766746E-2,3.711012751E-2,9.905410767E0
3.722117395E1,1.616086066E-2,2.753331885E-2,9.895833969E0
3.722318421E1,6.584054790E-3,2.274491638E-2,9.914987564E0
3.722519447E1,2.094926499E-2,2.753331885E-2,9.929352760E0
3.722720473E1,2.094926499E-2,3.232172132E-2,9.924564362E0
3.722921499E1,6.584054790E-3,1.316810958E-2,9.934141159E0
3.723122525E1,1.616086066E-2,2.753331885E-2,9.953294754E0
3.723323552E1,1.137245819E-2,2.274491638E-2,9.948506355E0
3.723524578E1,6.584054790E-3,4.668693244E-2,9.929352760E0
3.723725604E1,1.616086066E-2,4.189852998E-2,9.938929558E0
3.723926630E1,6.584054790E-3,4.189852998E-2,9.929352760E0
3.724127656E1,1.616086066E-2,4.189852998E-2,9.914987564E0
3.724328682E1,2.094926499E-2,8.379706182E-3,9.934141159E0
3.724529708E1,1.137245819E-2,1.316810958E-2,9.919775963E0
3.724730734E1,1.616086066E-2,1.316810958E-2,9.900622368E0
3.724931760E1,2.573766746E-2,1.316810958E-2,9.914987564E0
3.725132786E1,1.137245819E-2,4.189852998E-2,9.919775963E0
3.725333812E1,2.094926499E-2,3.232172132E-2,9.919775963E0
3.725534838E1,2.094926499E-2,4.189852998E-2,9.929352760E0
3.725735864E1,1.137245819E-2,3.711012751E-2,9.948506355E0
3.725936890E1,6.584054790E-3,3.711012751E-2,9.914987564E0
3.726137916E1,1.137245819E-2,2.274491638E-2,9.934141159E0
3.726338942E1,1.137245819E-2,2.753331885E-2,9.919775963E0
3.726539968E1,2.094926499E-2,8.379706182E-3,9.929352760E0
3.726740994E1,2.094926499E-2,2.274491638E-2,9.914987564E0
3.726942020E1,1.137245819E-2,3.711012751E-2,9.910199165E0
3.727143046E1,2.094926499E-2,3.711012751E-2,9.934141159E0
3.727344072E1,1.795651275E-3,4.189852998E-2,9.929352760E0
3.727545098E1,1.137245819E-2,4.189852998E-2,9.900622368E0
3.727746124E1,1.616086066E-2,3.232172132E-2,9.919775963E0
3.727947150E1,2.094926499E-2,2.274491638E-2,9.924564362E0
3.728148176E1,2.094926499E-2,3.232172132E-2,9.919775963E0
3.728349202E1,1.137245819E-2,3.591302549E-3,9.924564362E0
3.728550228E1,1.616086066E-2,2.753331885E-2,9.924564362E0
3.728751255E1,6.584054790E-3,1.795651205E-2,9.948506355E0
3.728952281E1,1.137245819E-2,2.753331885E-2,9.924564362E0
3.729153307E1,1.137245819E-2,1.795651205E-2,9.924564362E0
3.729354333E1,2.573766746E-2,4.189852998E-2,9.900622368E0
3.729555359E1,1.616086066E-2,2.274491638E-2,9.910199165E0
3.729756385E1,2.094926499E-2,2.753331885E-2,9.910199165E0
3.729957411E1,2.573766746E-2,3.232172132E-2,9.929352760E0
3.730158437E1,-2.992752008E-3,2.274491638E-2,9.929352760E0
3.730359463E1,2.094926499E-2,1.795651205E-2,9.934141159E0
3.730560489E1,1.795651275E-3,1.316810958E-2,9.924564362E0
3.730761515E1,1.137245819E-2,3.232172132E-2,9.919775963E0
3.730962541E1,2.094926499E-2,3.711012751E-2,9.948506355E0
3.731163567E1,1.616086066E-2,3.711012751E-2,9.943717957E0
3.731364593E1,2.094926499E-2,3.232172132E-2,9.943717957E0
3.731565619E1,2.094926499E-2,2.274491638E-2,9.934141159E0
3.731766645E1,2.094926499E-2,3.711012751E-2,9.924564362E0
3.731967671E1,2.094926499E-2,1.795651205E-2,9.938929558E0
3.732168697E1,2.094926499E-2,2.274491638E-2,9.934141159E0
3.732369723E1,1.137245819E-2,2.274491638E-2,9.924564362E0
3.732570749E1,1.616086066E-2,2.753331885E-2,9.919775963E0
3.732771775E1,6.584054790E-3,3.711012751E-2,9.934141159E0
3.732972802E1,6.584054790E-3,3.232172132E-2,9.905410767E0
3.733173828E1,1.616086066E-2,3.711012751E-2,9.924564362E0
3.733374854E1,6.584054790E-3,5.147533491E-2,9.938929558E0
3.733575880E1,2.094926499E-2,4.189852998E-2,9.948506355E0
3.733776906E1,6.584054790E-3,3.232172132E-2,9.934141159E0
3.733977932E1,3.052607179E-2,1.316810958E-2,9.943717957E0
3.734178958E1,1.616086066E-2,1.795651205E-2,9.914987564E0
3.734379984E1,-2.992752008E-3,2.753331885E-2,9.905410767E0
3.734581010E1,1.616086066E-2,2.753331885E-2,9.929352760E0
3.734782036E1,1.616086066E-2,2.274491638E-2,9.910199165E0
3.734983062E1,1.616086066E-2,2.753331885E-2,9.895833969E0
3.735184088E1,2.094926499E-2,2.753331885E-2,9.910199165E0
3.735385114E1,2.573766746E-2,3.232172132E-2,9.919775963E0
3.735586140E1,2.573766746E-2,2.274491638E-2,9.943717957E0
3.735787166E1,2.094926499E-2,2.274491638E-2,9.934141159E0
3.735988192E1,1.795651275E-3,1.795651205E-2,9.943717957E0
3.736189218E1,-7.781155407E-3,1.795651205E-2,9.934141159E0
3.736390244E1,1.137245819E-2,1.316810958E-2,9.934141159E0
3.736591270E1,1.137245819E-2,3.711012751E-2,9.924564362E0
3.736792296E1,1.137245819E-2,3.711012751E-2,9.910199165E0
3.736993322E1,3.052607179E-2,5.626374111E-2,9.905410767E0
3.737194348E1,2.094926499E-2,3.232172132E-2,9.919775963E0
3.737395374E1,1.616086066E-2,2.753331885E-2,9.900622368E0
3.737596400E1,3.531447425E-2,2.753331885E-2,9.891045570E0
3.737797427E1,2.094926499E-2,3.591302549E-3,9.929352760E0
3.737998453E1,-2.992752008E-3,2.274491638E-2,9.938929558E0
3.738199478E1,1.616086066E-2,3.591302549E-3,9.943717957E0
3.738400505E1,6.584054790E-3,2.753331885E-2,9.934141159E0
3.738601531E1,1.795651275E-3,3.232172132E-2,9.929352760E0
3.738802557E1,6.584054790E-3,2.753331885E-2,9.953294754E0
3.739003583E1,1.795651275E-3,4.189852998E-2,9.924564362E0
3.739204609E1,6.584054790E-3,2.274491638E-2,9.934141159E0
3.739405635E1,-2.992752008E-3,2.753331885E-2,9.943717957E0
3.739606661E1,1.616086066E-2,2.753331885E-2,9.929352760E0
3.739807687E1,1.795651275E-3,8.379706182E-3,9.929352760E0
3.740008713E1,2.094926499E-2,2.274491638E-2,9.914987564E0
3.740209739E1,3.052607179E-2,3.711012751E-2,9.919775963E0
3.740410765E1,2.573766746E-2,2.274491638E-2,9.914987564E0
3.740611791E1,2.573766746E-2,4.668693244E-2,9.910199165E0
3.740812817E1,6.584054790E-3,4.189852998E-2,9.914987564E0
3.741013843E1,2.094926499E-2,3.711012751E-2,9.924564362E0
3.741214869E1,2.094926499E-2,3.232172132E-2,9.924564362E0
3.741415895E1,1.795651275E-3,2.274491638E-2,9.924564362E0
3.741616921E1,1.137245819E-2,3.232172132E-2,9.948506355E0
3.741817947E1,2.094926499E-2,2.753331885E-2,9.948506355E0
3.742018973E1,6.584054790E-3,3.711012751E-2,9.938929558E0
3.742219999E1,1.137245819E-2,2.753331885E-2,9.924564362E0
3.742421025E1,1.616086066E-2,2.753331885E-2,9.929352760E0
3.742622052E1,1.137245819E-2,3.232172132E-2,9.914987564E0
3.742823078E1,3.052607179E-2,3.711012751E-2,9.910199165E0
3.743024104E1,1.137245819E-2,2.753331885E-2,9.910199165E0
3.743225130E1,2.094926499E-2,3.711012751E-2,9.919775963E0
3.743426156E1,2.094926499E-2,1.795651205E-2,9.924564362E0
3.743627182E1,1.616086066E-2,1.316810958E-2,9.934141159E0
3.743828208E1,1.137245819E-2,3.232172132E-2,9.934141159E0
3.744029234E1,1.137245819E-2,3.232172132E-2,9.929352760E0
3.744230260E1,1.616086066E-2,2.753331885E-2,9.938929558E0
3.744431286E1,6.584054790E-3,3.232172132E-2,9.924564362E0
3.744632312E1,2.094926499E-2,3.232172132E-2,9.929352760E0
3.744833338E1,6.584054790E-3,3.711012751E-2,9.934141159E0
3.745034364E1,3.531447425E-2,3.711012751E-2,9.924564362E0
3.745235390E1,2.094926499E-2,2.274491638E-2,9.914987564E0
3.745436416E1,2.094926499E-2,3.711012751E-2,9.934141159E0
3.745637442E1,1.616086066E-2,8.379706182E-3,9.934141159E0
3.745838468E1,1.137245819E-2,2.753331885E-2,9.929352760E0
3.746039494E1,1.795651275E-3,3.711012751E-2,9.934141159E0
3.746240520E1,2.573766746E-2,3.232172132E-2,9.934141159E0
3.746441546E1,1.137245819E-2,1.316810958E-2,9.919775963E0
3.746642572E1,2.573766746E-2,3.232172132E-2,9.919775963E0
3.746843598E1,1.616086066E-2,2.753331885E-2,9.934141159E0
3.747044624E1,2.573766746E-2,3.232172132E-2,9.938929558E0
3.747245650E1,2.573766746E-2,3.232172132E-2,9.934141159E0
3.747446676E1,1.616086066E-2,1.795651205E-2,9.924564362E0
3.747647702E1,1.616086066E-2,2.753331885E-2,9.914987564E0
3.747848728E1,6.584054790E-3,3.232172132E-2,9.934141159E0
3.748049755E1,2.094926499E-2,3.711012751E-2,9.895833969E0
3.748250781E1,1.616086066E-2,3.711012751E-2,9.905410767E0
3.748451807E1,1.137245819E-2,4.189852998E-2,9.910199165E0
3.748652833E1,2.094926499E-2,1.795651205E-2,9.938929558E0
3.748853859E1,1.137245819E-2,2.274491638E-2,9.938929558E0
3.749054885E1,1.616086066E-2,1.795651205E-2,9.953294754E0
3.749255911E1,6.584054790E-3,8.379706182E-3,9.943717957E0
3.749456937E1,6.584054790E-3,3.591302549E-3,9.938929558E0
3.749657963E1,1.795651275E-3,2.274491638E-2,9.924564362E0
3.749858989E1,6.584054790E-3,2.753331885E-2,9.900622368E0
3.750060015E1,1.616086066E-2,4.189852998E-2,9.914987564E0
3.750261041E1,6.584054790E-3,3.711012751E-2,9.900622368E0
3.750462067E1,3.531447425E-2,3.711012751E-2,9.919775963E0
3.750663093E1,2.573766746E-2,2.274491638E-2,9.910199165E0
3.750864119E1,3.531447425E-2,2.753331885E-2,9.919775963E0
3.751065145E1,1.616086066E-2,3.232172132E-2,9.929352760E0
3.751266171E1,1.795651275E-3,2.274491638E-2,9.929352760E0
3.751467197E1,-2.992752008E-3,1.795651205E-2,9.943717957E0
3.751668223E1,6.584054790E-3,2.753331885E-2,9.938929558E0
3.751869249E1,1.616086066E-2,2.753331885E-2,9.934141159E0
3.752070275E1,1.616086066E-2,2.753331885E-2,9.929352760E0
3.752271302E1,6.584054790E-3,2.753331885E-2,9.924564362E0
3.752472328E1,1.795651275E-3,2.274491638E-2,9.924564362E0
3.752673354E1,4.010287672E-2,2.274491638E-2,9.948506355E0
3.752874380E1,6.584054790E-3,1.795651205E-2,9.924564362E0
3.753075406E1,1.616086066E-2,3.591302549E-3,9.924564362E0
3.753276432E1,1.137245819E-2,3.232172132E-2,9.905410767E0
3.753477458E1,-2.992752008E-3,2.753331885E-2,9.910199165E0
3.753678484E1,1.137245819E-2,1.795651205E-2,9.924564362E0
3.753879510E1,1.137245819E-2,3.232172132E-2,9.934141159E0
3.754080536E1,2.094926499E-2,4.189852998E-2,9.919775963E0
3.754281562E1,2.094926499E-2,2.274491638E-2,9.938929558E0
3.754482588E1,1.795651275E-3,2.753331885E-2,9.929352760E0
3.754683614E1,-2.992752008E-3,2.274491638E-2,9.938929558E0
3.754884640E1,-2.992752008E-3,2.753331885E-2,9.943717957E0
3.755085666E1,-2.992752008E-3,2.753331885E-2,9.924564362E0
3.755286692E1,1.137245819E-2,4.189852998E-2,9.938929558E0
3.755487718E1,2.573766746E-2,3.232172132E-2,9.914987564E0
3.755688744E1,2.573766746E-2,2.274491638E-2,9.914987564E0
3.755889770E1,1.137245819E-2,4.189852998E-2,9.914987564E0
3.756090796E1,3.531447425E-2,3.232172132E-2,9.919775963E0
3.756291822E1,1.616086066E-2,1.316810958E-2,9.924564362E0
3.756492848E1,2.094926499E-2,2.753331885E-2,9.910199165E0
3.756693874E1,1.616086066E-2,1.795651205E-2,9.924564362E0
3.756894900E1,1.795651275E-3,2.753331885E-2,9.934141159E0
3.757095926E1,1.795651275E-3,2.274491638E-2,9.938929558E0
3.757296953E1,1.795651275E-3,4.189852998E-2,9.958083153E0
3.757497979E1,2.094926499E-2,3.711012751E-2,9.934141159E0
3.757699005E1,2.094926499E-2,4.189852998E-2,9.938929558E0
3.757900031E1,2.094926499E-2,3.711012751E-2,9.958083153E0
3.758101057E1,1.616086066E-2,2.274491638E-2,9.943717957E0
3.758302083E1,1.137245819E-2,3.232172132E-2,9.910199165E0
3.758503109E1,2.094926499E-2,1.795651205E-2,9.910199165E0
3.758704135E1,2.573766746E-2,2.753331885E-2,9.910199165E0
3.758905161E1,2.094926499E-2,1.795651205E-2,9.919775963E0
3.759106187E1,2.573766746E-2,2.274491638E-2,9.919775963E0
3.759307213E1,1.137245819E-2,3.232172132E-2,9.924564362E0
3.759508239E1,2.573766746E-2,2.274491638E-2,9.914987564E0
3.759709265E1,1.795651275E-3,5.147533491E-2,9.934141159E0
3.759910291E1,-2.992752008E-3,3.591302549E-3,9.910199165E0
3.760111317E1,1.616086066E-2,2.274491638E-2,9.938929558E0
3.760312343E1,1.137245819E-2,1.795651205E-2,9.914987564E0
3.760513025E1,6.584054790E-3,2.274491638E-2,9.934141159E0
3.760713708E1,1.137245819E-2,2.274491638E-2,9.938929558E0
3.760914432E1,1.137245819E-2,1.795651205E-2,9.914987564E0
3.761115208E1,1.137245819E-2,3.232172132E-2,9.938929558E0
3.761316046E1,1.616086066E-2,3.711012751E-2,9.914987564E0
3.761516953E1,1.616086066E-2,4.668693244E-2,9.919775963E0
3.761717927E1,1.616086066E-2,4.189852998E-2,9.914987564E0
3.761918968E1,6.584054790E-3,3.232172132E-2,9.914987564E0
3.762120072E1,1.137245819E-2,2.753331885E-2,9.910199165E0
3.762321234E1,1.616086066E-2,1.316810958E-2,9.929352760E0
3.762522447E1,6.584054790E-3,2.753331885E-2,9.934141159E0
3.762723702E1,1.795651275E-3,2.753331885E-2,9.929352760E0
3.762924989E1,2.573766746E-2,2.753331885E-2,9.938929558E0
3.763126291E1,1.137245819E-2,2.274491638E-2,9.934141159E0
3.763327598E1,1.795651275E-3,3.232172132E-2,9.938929558E0
3.763528838E1,1.137245819E-2,3.711012751E-2,9.934141159E0
3.763729864E1,1.616086066E-2,2.753331885E-2,9.919775963E0
3.763930890E1,2.094926499E-2,2.753331885E-2,9.919775963E0
3.764131916E1,2.094926499E-2,3.711012751E-2,9.919775963E0
3.764332942E1,1.616086066E-2,2.753331885E-2,9.914987564E0
3.764533968E1,2.094926499E-2,2.753331885E-2,9.919775963E0
3.764734994E1,2.094926499E-2,3.711012751E-2,9.934141159E0
3.764936020E1,1.795651275E-3,3.711012751E-2,9.938929558E0
3.765137046E1,6.584054790E-3,3.232172132E-2,9.934141159E0
