"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.478966689E2,-5.566519126E-2,3.232172132E-2,9.977236748E0
2.478986755E2,3.531447425E-2,2.753331885E-2,9.891045570E0
2.479006826E2,9.277531505E-2,3.232172132E-2,9.833584785E0
2.479026902E2,1.119289324E-1,4.668693244E-2,9.809642792E0
2.479046985E2,8.798690885E-2,2.274491638E-2,9.857526779E0
2.479067074E2,1.137245819E-2,2.274491638E-2,9.905410767E0
2.479087169E2,-5.087678507E-2,3.232172132E-2,1.000117874E1
2.479107272E2,-9.397241473E-2,1.795651205E-2,1.005385113E1
2.479127381E2,-6.045359373E-2,4.668693244E-2,1.001075554E1
2.479147497E2,1.795651275E-3,5.626374111E-2,9.934141159E0
2.479167618E2,7.362170517E-2,4.189852998E-2,9.852738380E0
2.479187743E2,1.167173311E-1,2.274491638E-2,9.819219589E0
2.479207873E2,1.071405262E-1,2.753331885E-2,9.857526779E0
2.479228004E2,3.052607179E-2,8.379706182E-3,9.924564362E0
2.479248136E2,-2.214636654E-2,2.753331885E-2,1.001554394E1
2.479268268E2,-9.876082093E-2,1.795651205E-2,1.004906273E1
2.479288371E2,-9.397241473E-2,2.753331885E-2,1.000117874E1
2.479308473E2,-1.735796221E-2,3.711012751E-2,9.929352760E0
2.479328576E2,4.489128292E-2,3.232172132E-2,9.843161583E0
2.479348678E2,1.071405262E-1,2.753331885E-2,9.824007988E0
2.479368781E2,9.277531505E-2,3.711012751E-2,9.843161583E0
2.479388884E2,5.446808785E-2,1.316810958E-2,9.895833969E0
2.479408986E2,-2.693476900E-2,1.316810958E-2,1.000117874E1
2.479429089E2,-6.524199992E-2,1.316810958E-2,1.001075554E1
2.479449191E2,-8.439560980E-2,4.189852998E-2,1.001075554E1
2.479469294E2,-2.214636654E-2,2.753331885E-2,9.943717957E0
2.479489397E2,3.531447425E-2,4.189852998E-2,9.862315178E0
2.479509499E2,9.756372124E-2,5.147533491E-2,9.819219589E0
2.479529602E2,1.167173311E-1,3.232172132E-2,9.838373184E0
2.479549704E2,8.319851011E-2,3.232172132E-2,9.900622368E0
2.479569807E2,6.584054790E-3,1.316810958E-2,9.967659950E0
2.479589910E2,-7.960720360E-2,2.753331885E-2,1.003948593E1
2.479610012E2,-9.876082093E-2,2.274491638E-2,1.001554394E1
2.479630115E2,-7.481880486E-2,2.753331885E-2,9.991601944E0
2.479650217E2,1.795651275E-3,3.232172132E-2,9.905410767E0
2.479670320E2,6.404489279E-2,5.626374111E-2,9.814431190E0
2.479690423E2,1.071405262E-1,3.711012751E-2,9.814431190E0
2.479710525E2,7.841010392E-2,2.274491638E-2,9.876680374E0
2.479730628E2,3.052607179E-2,1.795651205E-2,9.938929558E0
2.479750730E2,-1.735796221E-2,2.274491638E-2,1.000596714E1
2.479770833E2,-7.003039867E-2,1.316810958E-2,1.003469753E1
2.479790936E2,-8.439560980E-2,3.711012751E-2,9.977236748E0
2.479811038E2,-2.214636654E-2,4.189852998E-2,9.905410767E0
2.479831141E2,4.489128292E-2,5.147533491E-2,9.843161583E0
2.479851243E2,9.277531505E-2,3.711012751E-2,9.828796387E0
2.479871346E2,8.798690885E-2,2.753331885E-2,9.847949982E0
2.479891449E2,6.883329898E-2,2.753331885E-2,9.895833969E0
2.479911551E2,6.584054790E-3,3.711012751E-2,9.996390343E0
2.479931654E2,-4.608838260E-2,2.274491638E-2,1.001075554E1
2.479951756E2,-7.003039867E-2,3.711012751E-2,1.001075554E1
2.479971859E2,-5.566519126E-2,2.274491638E-2,9.948506355E0
2.479991962E2,1.795651275E-3,4.668693244E-2,9.891045570E0
2.480012064E2,4.010287672E-2,5.147533491E-2,9.852738380E0
2.480032167E2,6.883329898E-2,5.147533491E-2,9.871891975E0
2.480052269E2,7.362170517E-2,3.232172132E-2,9.900622368E0
2.480072372E2,2.573766746E-2,2.274491638E-2,9.962871552E0
2.480092475E2,-1.256955881E-2,2.753331885E-2,1.000117874E1
2.480112577E2,-2.693476900E-2,2.274491638E-2,9.991601944E0
2.480132680E2,-2.214636654E-2,3.232172132E-2,9.962871552E0
2.480152783E2,-1.735796221E-2,2.753331885E-2,9.900622368E0
2.480172885E2,2.094926499E-2,2.753331885E-2,9.857526779E0
2.480192988E2,2.573766746E-2,3.711012751E-2,9.876680374E0
2.480213090E2,2.573766746E-2,4.189852998E-2,9.871891975E0
2.480233193E2,3.531447425E-2,4.189852998E-2,9.924564362E0
2.480253296E2,6.584054790E-3,3.232172132E-2,9.972448349E0
2.480273398E2,1.137245819E-2,3.711012751E-2,9.977236748E0
2.480293501E2,1.795651275E-3,2.753331885E-2,9.962871552E0
2.480313603E2,6.584054790E-3,-1.197100850E-3,9.914987564E0
2.480333706E2,1.137245819E-2,2.274491638E-2,9.886257172E0
2.480353809E2,1.616086066E-2,2.753331885E-2,9.881468773E0
2.480373911E2,1.137245819E-2,4.668693244E-2,9.900622368E0
2.480394014E2,3.052607179E-2,5.147533491E-2,9.934141159E0
2.480414116E2,1.616086066E-2,4.668693244E-2,9.962871552E0
2.480434219E2,1.137245819E-2,3.711012751E-2,9.972448349E0
2.480454322E2,1.137245819E-2,2.753331885E-2,9.962871552E0
2.480474424E2,2.573766746E-2,1.316810958E-2,9.924564362E0
2.480494527E2,2.094926499E-2,1.795651205E-2,9.891045570E0
2.480514629E2,2.094926499E-2,2.274491638E-2,9.867103577E0
2.480534732E2,6.584054790E-3,2.274491638E-2,9.886257172E0
2.480554835E2,1.137245819E-2,2.274491638E-2,9.919775963E0
2.480574937E2,6.584054790E-3,4.668693244E-2,9.929352760E0
2.480595040E2,6.584054790E-3,6.105214357E-2,9.934141159E0
2.480615142E2,2.573766746E-2,3.232172132E-2,9.934141159E0
2.480635245E2,1.616086066E-2,5.626374111E-2,9.919775963E0
2.480655348E2,3.531447425E-2,3.711012751E-2,9.914987564E0
2.480675450E2,3.052607179E-2,3.232172132E-2,9.919775963E0
2.480695553E2,6.584054790E-3,1.316810958E-2,9.910199165E0
2.480715655E2,-2.992752008E-3,1.795651205E-2,9.910199165E0
2.480735758E2,6.584054790E-3,1.316810958E-2,9.934141159E0
2.480755861E2,-2.992752008E-3,3.232172132E-2,9.953294754E0
2.480775963E2,6.584054790E-3,5.147533491E-2,9.943717957E0
2.480796066E2,1.137245819E-2,6.105214357E-2,9.924564362E0
2.480816168E2,3.531447425E-2,3.711012751E-2,9.919775963E0
2.480836271E2,5.446808785E-2,4.189852998E-2,9.910199165E0
2.480856374E2,4.010287672E-2,2.753331885E-2,9.929352760E0
2.480876476E2,2.573766746E-2,1.795651205E-2,9.914987564E0
2.480896579E2,-2.992752008E-3,-5.985504016E-3,9.929352760E0
2.480916681E2,-7.781155407E-3,2.274491638E-2,9.924564362E0
2.480936784E2,-7.781155407E-3,3.232172132E-2,9.900622368E0
2.480956887E2,-1.735796221E-2,3.232172132E-2,9.924564362E0
2.480976989E2,1.795651275E-3,6.105214357E-2,9.905410767E0
2.480997092E2,1.137245819E-2,6.105214357E-2,9.910199165E0
2.481017194E2,3.052607179E-2,4.668693244E-2,9.910199165E0
2.481037297E2,1.616086066E-2,4.668693244E-2,9.929352760E0
2.481057400E2,1.616086066E-2,2.753331885E-2,9.958083153E0
2.481077502E2,1.616086066E-2,8.379706182E-3,9.943717957E0
2.481097605E2,6.584054790E-3,1.316810958E-2,9.938929558E0
2.481117708E2,1.616086066E-2,3.232172132E-2,9.914987564E0
2.481137810E2,1.616086066E-2,3.711012751E-2,9.914987564E0
2.481157913E2,3.531447425E-2,3.711012751E-2,9.891045570E0
2.481178015E2,3.052607179E-2,4.668693244E-2,9.910199165E0
2.481198118E2,4.489128292E-2,1.795651205E-2,9.934141159E0
2.481218221E2,2.573766746E-2,4.189852998E-2,9.953294754E0
2.481238323E2,1.795651275E-3,2.274491638E-2,9.938929558E0
2.481258426E2,-7.781155407E-3,2.753331885E-2,9.934141159E0
2.481278528E2,-7.781155407E-3,2.274491638E-2,9.914987564E0
2.481298631E2,6.584054790E-3,3.232172132E-2,9.895833969E0
2.481318734E2,1.137245819E-2,3.711012751E-2,9.910199165E0
2.481338836E2,1.137245819E-2,2.274491638E-2,9.905410767E0
2.481358939E2,3.531447425E-2,4.189852998E-2,9.914987564E0
2.481379041E2,2.094926499E-2,4.189852998E-2,9.919775963E0
2.481399144E2,2.094926499E-2,3.711012751E-2,9.948506355E0
2.481419247E2,-1.256955881E-2,4.189852998E-2,9.962871552E0
2.481439349E2,-2.992752008E-3,3.232172132E-2,9.929352760E0
2.481459452E2,2.094926499E-2,2.274491638E-2,9.929352760E0
2.481479554E2,1.616086066E-2,2.753331885E-2,9.905410767E0
2.481499657E2,1.137245819E-2,4.189852998E-2,9.914987564E0
2.481519760E2,6.584054790E-3,4.189852998E-2,9.924564362E0
2.481539862E2,3.052607179E-2,2.753331885E-2,9.900622368E0
2.481559965E2,1.137245819E-2,4.668693244E-2,9.943717957E0
2.481580067E2,1.795651275E-3,1.316810958E-2,9.934141159E0
2.481600170E2,3.531447425E-2,1.795651205E-2,9.948506355E0
2.481620273E2,2.573766746E-2,3.232172132E-2,9.934141159E0
2.481640375E2,6.584054790E-3,3.232172132E-2,9.938929558E0
2.481660478E2,1.795651275E-3,2.753331885E-2,9.914987564E0
2.481680580E2,6.584054790E-3,4.668693244E-2,9.914987564E0
2.481700683E2,-1.256955881E-2,5.147533491E-2,9.895833969E0
2.481720786E2,2.573766746E-2,2.753331885E-2,9.919775963E0
2.481740888E2,2.573766746E-2,1.795651205E-2,9.900622368E0
2.481760991E2,2.094926499E-2,1.316810958E-2,9.914987564E0
2.481781093E2,2.573766746E-2,3.591302549E-3,9.914987564E0
2.481801196E2,2.573766746E-2,1.316810958E-2,9.900622368E0
2.481821299E2,1.795651275E-3,3.232172132E-2,9.938929558E0
2.481841401E2,1.137245819E-2,2.274491638E-2,9.934141159E0
2.481861504E2,-2.214636654E-2,3.711012751E-2,9.948506355E0
2.481881606E2,-1.256955881E-2,5.626374111E-2,9.919775963E0
2.481901709E2,-2.992752008E-3,3.711012751E-2,9.905410767E0
2.481921812E2,2.573766746E-2,5.147533491E-2,9.886257172E0
2.481941914E2,2.573766746E-2,2.753331885E-2,9.919775963E0
2.481962017E2,4.489128292E-2,-1.077390742E-2,9.934141159E0
2.481982119E2,3.531447425E-2,-1.197100850E-3,9.953294754E0
2.482002222E2,1.616086066E-2,3.232172132E-2,9.948506355E0
2.482022325E2,-2.992752008E-3,3.711012751E-2,9.958083153E0
2.482042427E2,-1.735796221E-2,4.668693244E-2,9.948506355E0
2.482062530E2,-3.651157767E-2,4.668693244E-2,9.914987564E0
2.482082633E2,-7.781155407E-3,6.584054977E-2,9.891045570E0
2.482102735E2,1.616086066E-2,4.189852998E-2,9.895833969E0
2.482122838E2,2.573766746E-2,4.189852998E-2,9.900622368E0
2.482142940E2,4.489128292E-2,2.274491638E-2,9.924564362E0
2.482163043E2,4.967968538E-2,3.711012751E-2,9.934141159E0
2.482183146E2,3.531447425E-2,1.795651205E-2,9.929352760E0
2.482203248E2,3.531447425E-2,2.274491638E-2,9.924564362E0
2.482223351E2,1.137245819E-2,1.795651205E-2,9.924564362E0
2.482243453E2,1.795651275E-3,3.711012751E-2,9.910199165E0
2.482263556E2,-7.781155407E-3,3.711012751E-2,9.919775963E0
2.482283659E2,-7.781155407E-3,3.232172132E-2,9.910199165E0
2.482303761E2,1.795651275E-3,4.668693244E-2,9.934141159E0
2.482323864E2,-2.992752008E-3,3.232172132E-2,9.943717957E0
2.482343966E2,-2.992752008E-3,3.232172132E-2,9.943717957E0
2.482364069E2,6.584054790E-3,5.626374111E-2,9.943717957E0
2.482384172E2,3.052607179E-2,1.795651205E-2,9.919775963E0
2.482404274E2,1.616086066E-2,3.711012751E-2,9.929352760E0
2.482424377E2,4.489128292E-2,4.668693244E-2,9.905410767E0
2.482444479E2,4.010287672E-2,3.711012751E-2,9.900622368E0
2.482464582E2,3.531447425E-2,2.753331885E-2,9.895833969E0
2.482484685E2,1.795651275E-3,3.232172132E-2,9.919775963E0
2.482504787E2,-1.735796221E-2,1.795651205E-2,9.953294754E0
2.482524890E2,-3.172317147E-2,2.753331885E-2,9.962871552E0
2.482544992E2,-1.256955881E-2,3.232172132E-2,9.977236748E0
2.482565095E2,1.795651275E-3,4.189852998E-2,9.934141159E0
2.482585198E2,1.137245819E-2,5.147533491E-2,9.919775963E0
2.482605300E2,1.616086066E-2,1.795651205E-2,9.895833969E0
2.482625403E2,4.967968538E-2,1.795651205E-2,9.886257172E0
2.482645505E2,1.137245819E-2,2.753331885E-2,9.905410767E0
2.482665608E2,1.137245819E-2,3.232172132E-2,9.919775963E0
2.482685711E2,1.616086066E-2,-1.197100850E-3,9.953294754E0
2.482705813E2,1.616086066E-2,3.232172132E-2,9.958083153E0
2.482725916E2,-2.992752008E-3,1.795651205E-2,9.943717957E0
2.482746018E2,6.584054790E-3,3.232172132E-2,9.924564362E0
2.482766121E2,1.137245819E-2,3.711012751E-2,9.910199165E0
2.482786224E2,6.584054790E-3,3.711012751E-2,9.905410767E0
2.482806326E2,-7.781155407E-3,5.147533491E-2,9.919775963E0
2.482826429E2,-7.781155407E-3,5.626374111E-2,9.948506355E0
2.482846531E2,6.584054790E-3,4.189852998E-2,9.967659950E0
2.482866634E2,6.584054790E-3,3.711012751E-2,9.962871552E0
2.482886737E2,1.137245819E-2,2.753331885E-2,9.938929558E0
2.482906839E2,3.052607179E-2,2.274491638E-2,9.895833969E0
2.482926942E2,4.489128292E-2,1.316810958E-2,9.886257172E0
2.482947044E2,4.010287672E-2,2.753331885E-2,9.891045570E0
2.482967147E2,1.137245819E-2,3.711012751E-2,9.905410767E0
2.482987250E2,6.584054790E-3,3.711012751E-2,9.943717957E0
