"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
5.478399927E1,-1.143826842E-1,2.806969583E-1,2.194443047E-1
5.478600942E1,-1.133174226E-1,2.849580348E-1,2.077264041E-1
5.478801958E1,-1.197090000E-1,2.870885432E-1,1.970737725E-1
5.479002973E1,-1.229047924E-1,2.913496196E-1,1.864211410E-1
5.479203989E1,-1.303616315E-1,2.956106663E-1,1.789642870E-1
5.479405005E1,-1.367532164E-1,3.009369671E-1,1.693769246E-1
5.479606020E1,-1.484711170E-1,3.062632978E-1,1.608548164E-1
5.479807036E1,-1.569932252E-1,3.083938360E-1,1.523326933E-1
5.480008052E1,-1.708416492E-1,3.105243444E-1,1.438105851E-1
5.480209067E1,-1.836248189E-1,3.105243444E-1,1.352884769E-1
5.480410083E1,-1.985385120E-1,3.115896285E-1,1.288969070E-1
5.480611098E1,-2.155827284E-1,3.137201369E-1,1.193095297E-1
5.480812114E1,-2.326269448E-1,3.126548827E-1,1.129179448E-1
5.481013130E1,-2.518016994E-1,3.115896285E-1,1.022653133E-1
5.481214145E1,-2.709764242E-1,3.115896285E-1,9.267793596E-2
5.481415161E1,-2.922817171E-1,3.083938360E-1,8.309056610E-2
5.481616177E1,-3.103911877E-1,3.062632978E-1,7.030740380E-2
5.481817192E1,-3.306311965E-1,3.051980436E-1,5.752423778E-2
5.482018208E1,-3.530017436E-1,2.998717129E-1,4.367581010E-2
5.482219223E1,-3.700459599E-1,2.977411747E-1,2.876211889E-2
5.482420239E1,-3.945470154E-1,2.924148738E-1,1.278316416E-2
5.482621255E1,-4.137217700E-1,2.860232890E-1,-2.130527282E-3
5.482822270E1,-4.328965247E-1,2.806969583E-1,-1.810948178E-2
5.483023286E1,-4.510059953E-1,2.817622423E-1,-3.621896356E-2
5.483224307E1,-4.712460041E-1,2.775011659E-1,-5.219791830E-2
5.483425328E1,-4.882902205E-1,2.764359117E-1,-7.030740380E-2
5.483626348E1,-5.053344369E-1,2.743053734E-1,-8.522108942E-2
5.483827369E1,-5.202481151E-1,2.711096108E-1,-1.022653133E-1
5.484028390E1,-5.351617932E-1,2.700443268E-1,-1.203747913E-1
5.484229411E1,-5.468797088E-1,2.679138184E-1,-1.384842694E-1
5.484430432E1,-5.617933869E-1,2.668485343E-1,-1.533979625E-1
5.484631453E1,-5.703155398E-1,2.625874877E-1,-1.693769246E-1
5.484832473E1,-5.809681416E-1,2.604569495E-1,-1.853558719E-1
5.485033494E1,-5.884249806E-1,2.561959028E-1,-1.992042959E-1
5.485234515E1,-5.937513113E-1,2.508696020E-1,-2.151832581E-1
5.485435536E1,-5.958818197E-1,2.444780022E-1,-2.279664129E-1
5.485636557E1,-6.012081504E-1,2.370211631E-1,-2.407495826E-1
5.485837578E1,-6.012081504E-1,2.253032625E-1,-2.524674833E-1
5.486038598E1,-6.022734046E-1,2.135853618E-1,-2.641853690E-1
5.486239619E1,-6.012081504E-1,1.997369379E-1,-2.748380303E-1
5.486440640E1,-5.980123878E-1,1.837579757E-1,-2.844253778E-1
5.486641661E1,-5.937513113E-1,1.677790284E-1,-2.929475009E-1
5.486842682E1,-5.884249806E-1,1.496695429E-1,-3.014696240E-1
5.487043702E1,-5.799028873E-1,1.315600574E-1,-3.131875098E-1
5.487244723E1,-5.735113025E-1,1.145158410E-1,-3.206443489E-1
5.487445744E1,-5.671197176E-1,9.747162461E-2,-3.281011879E-1
5.487646765E1,-5.564671159E-1,8.042740822E-2,-3.355580568E-1
5.487847786E1,-5.490102768E-1,6.551371515E-2,-3.430148959E-1
5.488048807E1,-5.404881239E-1,5.060002208E-2,-3.494064808E-1
5.488249828E1,-5.309007764E-1,3.568633273E-2,-3.557980657E-1
5.488450848E1,-5.223786831E-1,2.183790505E-2,-3.600591123E-1
5.488651869E1,-5.117260218E-1,9.054740891E-3,-3.664506972E-1
5.488852890E1,-5.042691827E-1,-2.663159044E-3,-3.696464896E-1
5.489053911E1,-4.968123436E-1,-1.331579592E-2,-3.707117438E-1
5.489254932E1,-4.893554747E-1,-2.396843210E-2,-3.717769980E-1
5.489455953E1,-4.808333814E-1,-3.462106735E-2,-3.685812056E-1
5.489656973E1,-4.755070508E-1,-4.740423337E-2,-3.653854430E-1
5.489857994E1,-4.680502117E-1,-5.592634156E-2,-3.600591123E-1
5.490059015E1,-4.637891650E-1,-6.657897681E-2,-3.526022732E-1
5.490260036E1,-4.563323259E-1,-7.723161578E-2,-3.451454341E-1
5.490461057E1,-4.510059953E-1,-8.575372398E-2,-3.344927728E-1
5.490662078E1,-4.456796646E-1,-9.534109384E-2,-3.238401413E-1
5.490863098E1,-4.403533638E-1,-1.049284711E-1,-3.110569715E-1
5.491064119E1,-4.339617789E-1,-1.145158410E-1,-2.972085476E-1
5.491265140E1,-4.275701940E-1,-1.262337416E-1,-2.833601236E-1
5.491466161E1,-4.179828167E-1,-1.358211190E-1,-2.673811615E-1
5.491667182E1,-4.126565158E-1,-1.454084814E-1,-2.514022291E-1
5.491868202E1,-4.041343927E-1,-1.518000662E-1,-2.322274745E-1
5.492069223E1,-3.956122994E-1,-1.635179669E-1,-2.173137814E-1
5.492270244E1,-3.849596381E-1,-1.667137593E-1,-1.992042959E-1
5.492471265E1,-3.753722608E-1,-1.688442826E-1,-1.810948253E-1
5.492672286E1,-3.625891209E-1,-1.709748209E-1,-1.640505940E-1
5.492873302E1,-3.508712053E-1,-1.731053442E-1,-1.480716467E-1
5.493074317E1,-3.359575272E-1,-1.720400751E-1,-1.310274303E-1
5.493275333E1,-3.221091032E-1,-1.720400751E-1,-1.150484756E-1
5.493476348E1,-3.082606792E-1,-1.752358675E-1,-9.800425172E-2
5.493677364E1,-2.912164330E-1,-1.741705984E-1,-8.415582776E-2
5.493878380E1,-2.752375007E-1,-1.773663908E-1,-7.137266546E-2
5.494079395E1,-2.592585385E-1,-1.805621833E-1,-5.965476483E-2
5.494280411E1,-2.443448454E-1,-1.826927215E-1,-4.793686420E-2
5.494481479E1,-2.273006290E-1,-1.869537681E-1,-3.728422895E-2
5.494682463E1,-2.145174593E-1,-1.901495606E-1,-2.769685537E-2
5.494883447E1,-2.006690353E-1,-1.976063997E-1,-2.024000883E-2
5.495084432E1,-1.857553422E-1,-2.050632536E-1,-1.171789970E-2
5.495285416E1,-1.761679798E-1,-2.135853618E-1,-4.261054564E-3
5.495486406E1,-1.655153334E-1,-2.189116776E-1,1.065263641E-3
5.495687400E1,-1.527321786E-1,-2.242379934E-1,1.065263618E-2
5.495888400E1,-1.452753246E-1,-2.274337858E-1,1.810948178E-2
5.496089406E1,-1.356879622E-1,-2.295643091E-1,2.663159184E-2
5.496290416E1,-1.303616315E-1,-2.327601016E-1,3.515370190E-2
5.496491432E1,-1.239700541E-1,-2.348906398E-1,4.687159881E-2
5.496692452E1,-1.207742617E-1,-2.370211631E-1,5.752423778E-2
5.496893478E1,-1.133174226E-1,-2.402169555E-1,6.817687303E-2
5.497094510E1,-1.111868918E-1,-2.423474789E-1,8.202529699E-2
5.497295546E1,-1.101216301E-1,-2.402169555E-1,9.480846673E-2
5.497496588E1,-1.133174226E-1,-2.423474789E-1,1.075916290E-1
5.497697630E1,-1.111868918E-1,-2.412822098E-1,1.203747913E-1
5.497898671E1,-1.154479459E-1,-2.402169555E-1,1.352884769E-1
5.498099713E1,-1.175784767E-1,-2.348906398E-1,1.491369158E-1
5.498300755E1,-1.239700541E-1,-2.306295782E-1,1.629853398E-1
5.498501796E1,-1.303616315E-1,-2.253032625E-1,1.747032404E-1
5.498702828E1,-1.367532164E-1,-2.167811543E-1,1.864211410E-1
5.498903843E1,-1.463405937E-1,-2.093243003E-1,1.970737725E-1
5.499104859E1,-1.527321786E-1,-1.997369379E-1,2.066611499E-1
5.499305874E1,-1.633848101E-1,-1.901495606E-1,2.130527347E-1
5.499506890E1,-1.751027107E-1,-1.794969290E-1,2.194443047E-1
5.499707906E1,-1.836248189E-1,-1.667137593E-1,2.258358896E-1
5.499908921E1,-1.953427196E-1,-1.560611278E-1,2.300969511E-1
5.500109937E1,-2.038648278E-1,-1.432779580E-1,2.343579978E-1
5.500310953E1,-2.134522051E-1,-1.358211190E-1,2.375537902E-1
5.500511968E1,-2.241048366E-1,-1.262337416E-1,2.428801060E-1
5.500712984E1,-2.336922139E-1,-1.198421568E-1,2.471411675E-1
5.500913999E1,-2.411490530E-1,-1.134505793E-1,2.514022291E-1
5.501115015E1,-2.496711612E-1,-1.081242561E-1,2.567285299E-1
5.501316031E1,-2.549974918E-1,-1.059937328E-1,2.609896064E-1
5.501517046E1,-2.645848691E-1,-1.027979404E-1,2.684464455E-1
5.501718062E1,-2.688459158E-1,-1.017326787E-1,2.748380303E-1
5.501919078E1,-2.731069624E-1,-1.017326787E-1,2.822948694E-1
5.502120093E1,-2.805638015E-1,-1.006674170E-1,2.876211703E-1
5.502321109E1,-2.826943398E-1,-1.049284711E-1,2.940127552E-1
5.502522124E1,-2.848248780E-1,-1.059937328E-1,3.004043400E-1
5.502723140E1,-2.880206704E-1,-1.134505793E-1,3.057306707E-1
5.502924156E1,-2.880206704E-1,-1.187768951E-1,3.089264631E-1
5.503125171E1,-2.869553864E-1,-1.272990108E-1,3.121222556E-1
5.503326187E1,-2.858901322E-1,-1.390169114E-1,3.174485564E-1
5.503527203E1,-2.837595940E-1,-1.464737505E-1,3.206443489E-1
5.503728218E1,-2.805638015E-1,-1.571263820E-1,3.227748871E-1
5.503929234E1,-2.731069624E-1,-1.699095517E-1,3.227748871E-1
5.504130249E1,-2.677806616E-1,-1.784316599E-1,3.238401413E-1
5.504331265E1,-2.603237927E-1,-1.912148297E-1,3.259706795E-1
5.504532281E1,-2.549974918E-1,-1.997369379E-1,3.270359337E-1
5.504733296E1,-2.443448454E-1,-2.135853618E-1,3.270359337E-1
5.504934312E1,-2.336922139E-1,-2.253032625E-1,3.259706795E-1
5.505135328E1,-2.230395675E-1,-2.391516864E-1,3.249054253E-1
5.505336343E1,-2.123869359E-1,-2.540653646E-1,3.227748871E-1
5.505537359E1,-2.006690353E-1,-2.657832801E-1,3.217096329E-1
5.505738374E1,-1.889511347E-1,-2.753706574E-1,3.185138404E-1
5.505939390E1,-1.761679798E-1,-2.870885432E-1,3.131875098E-1
5.506140406E1,-1.623195410E-1,-2.934801280E-1,3.089264631E-1
5.506341421E1,-1.506016403E-1,-2.998717129E-1,3.036001325E-1
5.506542437E1,-1.378184855E-1,-3.073285520E-1,2.993390858E-1
5.506743452E1,-1.239700541E-1,-3.115896285E-1,2.918822467E-1
5.506944468E1,-1.111868918E-1,-3.179811835E-1,2.844253778E-1
5.507145484E1,-9.627319872E-2,-3.222422600E-1,2.759032845E-1
5.507346499E1,-8.029424399E-2,-3.243727684E-1,2.652506530E-1
5.507547515E1,-6.538055837E-2,-3.296990991E-1,2.545980215E-1
5.507748531E1,-4.940159991E-2,-3.286338449E-1,2.418148518E-1
5.507949546E1,-3.661843762E-2,-3.318296373E-1,2.290316820E-1
5.508150562E1,-2.063948289E-2,-3.318296373E-1,2.162485123E-1
5.508351578E1,-1.105211023E-2,-3.307643533E-1,2.002695650E-1
5.508552593E1,2.796316985E-3,-3.275685608E-1,1.864211410E-1
5.508753609E1,1.451421715E-2,-3.275685608E-1,1.704421788E-1
5.508954630E1,2.623211779E-2,-3.222422600E-1,1.555284858E-1
5.509155650E1,3.688475490E-2,-3.201117218E-1,1.395495385E-1
5.509356671E1,4.647212476E-2,-3.147853911E-1,1.246358454E-1
5.509557692E1,4.966791719E-2,-3.094590902E-1,1.075916290E-1
5.509758713E1,5.819002539E-2,-2.988064587E-1,9.480846673E-2
5.509959734E1,5.819002539E-2,-2.860232890E-1,8.309056610E-2
5.510160755E1,6.138581783E-2,-2.721748650E-1,6.817687303E-2
5.510361775E1,6.032055244E-2,-2.540653646E-1,5.858949944E-2
5.510562796E1,5.819002539E-2,-2.359558940E-1,4.474107176E-2
5.510763817E1,5.179844424E-2,-2.167811543E-1,3.408843651E-2
5.510964838E1,4.860265180E-2,-1.933453530E-1,2.663159184E-2
5.511165859E1,4.008054361E-2,-1.720400751E-1,1.597895473E-2
5.511366880E1,3.049317189E-2,-1.528653353E-1,8.522109129E-3
5.511567900E1,2.090579830E-2,-1.304948032E-1,-0.000000000E0
5.511768921E1,1.131842658E-2,-1.091895252E-1,-8.522109129E-3
5.511969942E1,-3.994738800E-4,-8.681898564E-2,-1.491369121E-2
5.512170963E1,-9.986846708E-3,-6.657897681E-2,-2.130527236E-2
5.512371984E1,-2.063948289E-2,-4.740423337E-2,-3.302317113E-2
5.512573005E1,-3.235738352E-2,-2.716422267E-2,-3.941475600E-2
5.512774025E1,-4.407528415E-2,-6.924213842E-3,-5.006739125E-2
5.512975046E1,-5.472791940E-2,1.012000442E-2,-5.965476483E-2
5.513176067E1,-6.538055837E-2,2.929474972E-2,-7.030740380E-2
5.513377088E1,-7.390266657E-2,4.207791388E-2,-8.309056610E-2
5.513578109E1,-8.668582886E-2,5.699160323E-2,-9.480846673E-2
5.513779130E1,-9.627319872E-2,6.870950758E-2,-1.086568907E-1
5.513980150E1,-1.079910994E-1,8.042740822E-2,-1.203747913E-1
5.514181171E1,-1.186437383E-1,9.108003974E-2,-1.288969070E-1
5.514382192E1,-1.335574239E-1,9.853688627E-2,-1.384842694E-1
5.514583213E1,-1.442100704E-1,1.049284711E-1,-1.459411234E-1
5.514784234E1,-1.569932252E-1,1.070589945E-1,-1.480716467E-1
5.514985255E1,-1.719069183E-1,1.070589945E-1,-1.502021700E-1
5.515186275E1,-1.857553422E-1,1.049284711E-1,-1.502021700E-1
5.515387296E1,-1.974732429E-1,9.960214794E-2,-1.448758543E-1
5.515588317E1,-2.113216817E-1,9.321057051E-2,-1.363537461E-1
5.515789338E1,-2.219743133E-1,8.362319320E-2,-1.267663687E-1
5.515990359E1,-2.294311523E-1,7.190529257E-2,-1.129179448E-1
5.516191380E1,-2.390185297E-1,5.273054913E-2,-9.267793596E-2
5.516392400E1,-2.443448454E-1,3.249054030E-2,-6.817687303E-2
5.516593421E1,-2.464753687E-1,9.054740891E-3,-4.367581010E-2
5.516794442E1,-2.518016994E-1,-1.757685095E-2,-1.384842768E-2
5.516995463E1,-2.507364154E-1,-4.633896798E-2,1.704421826E-2
5.517196484E1,-2.507364154E-1,-7.936213911E-2,5.326318368E-2
5.517397505E1,-2.464753687E-1,-1.113200486E-1,8.948214352E-2
5.517598525E1,-2.358227372E-1,-1.454084814E-1,1.310274303E-1
5.517799546E1,-2.273006290E-1,-1.805621833E-1,1.725727171E-1
5.518000567E1,-2.177132517E-1,-2.146506310E-1,2.141179889E-1
5.518201588E1,-2.027995586E-1,-2.455432713E-1,2.577938139E-1
5.518402604E1,-1.868206114E-1,-2.743053734E-1,2.993390858E-1
5.518603619E1,-1.676458716E-1,-2.998717129E-1,3.440801501E-1
5.518804635E1,-1.431448013E-1,-3.233075142E-1,3.856254518E-1
5.519005650E1,-1.197090000E-1,-3.435475230E-1,4.261054695E-1
5.519206666E1,-9.307741374E-2,-3.627222776E-1,4.633896947E-1
5.519407682E1,-6.218476593E-2,-3.776359558E-1,5.017392039E-1
5.519608697E1,-2.916159295E-2,-3.925496638E-1,5.358276367E-1
5.519809713E1,4.926844500E-3,-4.032022953E-1,5.699160695E-1
5.520010728E1,4.008054361E-2,-4.138549268E-1,5.997434258E-1
5.520211744E1,7.629951090E-2,-4.223770201E-1,6.285055280E-1
5.520412760E1,1.157142594E-1,-4.234423041E-1,6.551371217E-1
5.520613775E1,1.551290154E-1,-4.234423041E-1,6.785729527E-1
5.520814791E1,1.913479865E-1,-4.223770201E-1,6.988129616E-1
5.521015807E1,2.318280041E-1,-4.170507193E-1,7.169224024E-1
5.521216822E1,2.701774836E-1,-4.106591344E-1,7.339666486E-1
5.521417838E1,3.117227852E-1,-4.032022953E-1,7.488803267E-1
5.521618854E1,3.511375189E-1,-3.914843798E-1,7.595329881E-1
5.521819869E1,3.884217441E-1,-3.818970025E-1,7.691203356E-1
5.522020885E1,4.278365076E-1,-3.712443709E-1,7.765771747E-1
5.522221900E1,4.640554786E-1,-3.584612012E-1,7.797729969E-1
5.522422916E1,5.002744198E-1,-3.446127772E-1,7.850993276E-1
5.522623932E1,5.343628526E-1,-3.296990991E-1,7.861645818E-1
5.522824947E1,5.663207769E-1,-3.137201369E-1,7.840340137E-1
5.523025963E1,5.961481929E-1,-2.934801280E-1,7.840340137E-1
5.523226979E1,6.238450408E-1,-2.764359117E-1,7.787077427E-1
5.523427994E1,6.504766345E-1,-2.551306486E-1,7.744466662E-1
5.523629010E1,6.696513295E-1,-2.327601016E-1,7.669898272E-1
5.523830025E1,6.877608299E-1,-2.061285079E-1,7.574024200E-1
5.524031041E1,6.962829232E-1,-1.752358675E-1,7.456845641E-1
5.524232057E1,7.048050761E-1,-1.443432271E-1,7.318361402E-1
5.524433072E1,7.069355845E-1,-1.102547869E-1,7.169224024E-1
5.524634088E1,7.037398219E-1,-7.829687744E-2,7.020087242E-1
5.524835104E1,6.962829232E-1,-4.207791388E-2,6.860297918E-1
5.525036119E1,6.824344993E-1,-9.054740891E-3,6.711161137E-1
5.525237135E1,6.675208211E-1,2.503369562E-2,6.562023759E-1
5.525438150E1,6.483460665E-1,5.592634156E-2,6.412886977E-1
5.525639166E1,6.249102950E-1,8.575372398E-2,6.242445111E-1
5.525840182E1,5.972134471E-1,1.155811027E-1,6.082655191E-1
5.526041197E1,5.652555227E-1,1.422126889E-1,5.912213326E-1
5.526242213E1,5.332975984E-1,1.699095517E-1,5.752423406E-1
5.526443229E1,4.970786572E-1,1.933453530E-1,5.581981540E-1
5.526644244E1,4.608596861E-1,2.157158852E-1,5.432844758E-1
5.526845260E1,4.214449227E-1,2.380864173E-1,5.251749754E-1
5.527046275E1,3.809649050E-1,2.604569495E-1,5.081307292E-1
5.527247291E1,3.394196332E-1,2.764359117E-1,4.889560044E-1
5.527448307E1,2.989396155E-1,2.913496196E-1,4.708465338E-1
5.527649322E1,2.552638054E-1,3.030675054E-1,4.516717792E-1
5.527850338E1,2.147837877E-1,3.137201369E-1,4.324970245E-1
5.528051354E1,1.732385010E-1,3.190464675E-1,4.154528081E-1
5.528252369E1,1.327584833E-1,3.265033066E-1,3.952127993E-1
5.528453385E1,9.227846563E-2,3.286338449E-1,3.781685829E-1
5.528654406E1,5.392897129E-2,3.296990991E-1,3.600591123E-1
5.528855426E1,1.664474420E-2,3.296990991E-1,3.398191035E-1
5.529056447E1,-2.170474641E-2,3.307643533E-1,3.238401413E-1
5.529257468E1,-5.685844645E-2,3.286338449E-1,3.067959249E-1
5.529458489E1,-8.988162130E-2,3.254380524E-1,2.908169627E-1
5.529659510E1,-1.207742617E-1,3.222422600E-1,2.759032845E-1
5.529860531E1,-1.516669095E-1,3.179811835E-1,2.620548606E-1
5.530061552E1,-1.804290265E-1,3.147853911E-1,2.482064217E-1
5.530262572E1,-2.059953511E-1,3.094590902E-1,2.386190593E-1
5.530463593E1,-2.273006290E-1,3.051980436E-1,2.279664129E-1
5.530664614E1,-2.475406379E-1,2.977411747E-1,2.183790505E-1
5.530865635E1,-2.645848691E-1,2.913496196E-1,2.087916732E-1
5.531066656E1,-2.784332931E-1,2.860232890E-1,2.013348341E-1
5.531267677E1,-2.880206704E-1,2.806969583E-1,1.938779801E-1
5.531468697E1,-2.965427637E-1,2.743053734E-1,1.864211410E-1
5.531669718E1,-3.018690944E-1,2.679138184E-1,1.832253486E-1
5.531870739E1,-3.029343486E-1,2.615222335E-1,1.747032404E-1
5.532071760E1,-2.997385561E-1,2.572611570E-1,1.693769246E-1
5.532272781E1,-2.976080179E-1,2.530001104E-1,1.640505940E-1
5.532473802E1,-2.869553864E-1,2.487390637E-1,1.533979625E-1
5.532674822E1,-2.763027549E-1,2.466085255E-1,1.491369158E-1
5.532875843E1,-2.667153776E-1,2.444780022E-1,1.427453309E-1
5.533076864E1,-2.486059070E-1,2.444780022E-1,1.374190152E-1
5.533277885E1,-2.304964215E-1,2.412822098E-1,1.310274303E-1
5.533478906E1,-2.123869359E-1,2.391516864E-1,1.288969070E-1
5.533679926E1,-1.910816729E-1,2.338253707E-1,1.225053221E-1
5.533880947E1,-1.665806025E-1,2.316948473E-1,1.214400530E-1
5.534081968E1,-1.431448013E-1,2.295643091E-1,1.203747913E-1
5.534282989E1,-1.175784767E-1,2.274337858E-1,1.193095297E-1
5.534484010E1,-9.094688296E-2,2.274337858E-1,1.203747913E-1
5.534685031E1,-6.431528926E-2,2.274337858E-1,1.246358454E-1
5.534886052E1,-3.768370301E-2,2.295643091E-1,1.310274303E-1
5.535087072E1,-7.856319658E-3,2.316948473E-1,1.374190152E-1
5.535288093E1,1.771000773E-2,2.348906398E-1,1.459411234E-1
5.535489114E1,4.647212476E-2,2.391516864E-1,1.544632316E-1
5.535690135E1,7.416898012E-2,2.476737946E-1,1.629853398E-1
5.535891156E1,9.973530471E-2,2.572611570E-1,1.704421788E-1
5.536092176E1,1.274321675E-1,2.657832801E-1,1.789642870E-1
5.536293197E1,1.519332230E-1,2.764359117E-1,1.853558719E-1
5.536494218E1,1.764342934E-1,2.838927507E-1,1.938779801E-1
5.536695239E1,1.988048255E-1,2.913496196E-1,2.013348341E-1
5.536896260E1,2.179795653E-1,2.977411747E-1,2.077264041E-1
5.537097281E1,2.392848432E-1,3.009369671E-1,2.130527347E-1
5.537298302E1,2.531332672E-1,3.041327596E-1,2.173137814E-1
5.537499322E1,2.659164369E-1,3.041327596E-1,2.215748429E-1
5.537700343E1,2.797648609E-1,3.083938360E-1,2.258358896E-1
5.537901359E1,2.882869840E-1,3.105243444E-1,2.300969511E-1
5.538102374E1,2.893522382E-1,3.137201369E-1,2.322274745E-1
5.538303390E1,2.936132848E-1,3.158506751E-1,2.343579978E-1
5.538504406E1,2.936132848E-1,3.190464675E-1,2.354232669E-1
5.538705421E1,2.904174924E-1,3.201117218E-1,2.354232669E-1
5.538906437E1,2.861564457E-1,3.201117218E-1,2.332927436E-1
5.539107452E1,2.808301151E-1,3.201117218E-1,2.332927436E-1
5.539308468E1,2.701774836E-1,3.243727684E-1,2.290316820E-1
5.539509484E1,2.605901062E-1,3.254380524E-1,2.279664129E-1
5.539710499E1,2.488722205E-1,3.275685608E-1,2.269011587E-1
5.539911515E1,2.350237966E-1,3.254380524E-1,2.226400971E-1
5.540112531E1,2.233058959E-1,3.265033066E-1,2.215748429E-1
5.540313546E1,2.115879953E-1,3.254380524E-1,2.183790505E-1
5.540514562E1,1.945437789E-1,3.211769760E-1,2.141179889E-1
5.540715578E1,1.806953400E-1,3.169159293E-1,2.087916732E-1
5.540916593E1,1.636511236E-1,3.115896285E-1,2.045306265E-1
5.541117609E1,1.487374306E-1,3.041327596E-1,2.002695650E-1
5.541318624E1,1.338237375E-1,3.009369671E-1,1.949432492E-1
5.541519640E1,1.178447902E-1,2.913496196E-1,1.885516644E-1
5.541720656E1,1.029310971E-1,2.849580348E-1,1.810948253E-1
5.541921671E1,9.014793485E-2,2.764359117E-1,1.747032404E-1
5.542122687E1,7.736477256E-2,2.689790726E-1,1.651158631E-1
5.542323703E1,6.777740270E-2,2.647180259E-1,1.576590240E-1
5.542524718E1,5.819002539E-2,2.540653646E-1,1.470063776E-1
5.542725734E1,4.966791719E-2,2.466085255E-1,1.363537461E-1
5.542926749E1,4.221107066E-2,2.391516864E-1,1.235705838E-1
5.543127765E1,4.008054361E-2,2.327601016E-1,1.118526831E-1
5.543328781E1,3.795001656E-2,2.274337858E-1,9.693899006E-2
5.543529796E1,3.581948951E-2,2.210422009E-1,8.415582776E-2
5.543730812E1,3.368896246E-2,2.157158852E-1,6.817687303E-2
5.543931828E1,3.581948951E-2,2.103895694E-1,5.219791830E-2
5.544132843E1,3.688475490E-2,2.082590461E-1,3.302317113E-2
5.544333859E1,4.008054361E-2,2.029327303E-1,1.491369121E-2
5.544534536E1,4.221107066E-2,1.965411454E-1,-2.130527282E-3
5.544735213E1,4.647212476E-2,1.901495606E-1,-1.704421826E-2
5.544935932E1,4.966791719E-2,1.858884990E-1,-3.302317113E-2
5.545136702E1,5.179844424E-2,1.784316599E-1,-4.580633715E-2
5.545337531E1,5.605949834E-2,1.752358675E-1,-5.858949944E-2
5.545538427E1,5.712476373E-2,1.720400751E-1,-6.817687303E-2
5.545739390E1,6.138581783E-2,1.699095517E-1,-7.776424289E-2
5.545940421E1,6.351634115E-2,1.699095517E-1,-8.309056610E-2
5.546141515E1,6.458161026E-2,1.667137593E-1,-8.948214352E-2
5.546342666E1,6.245107949E-2,1.624527127E-1,-9.267793596E-2
5.546543869E1,6.032055244E-2,1.603221744E-1,-9.267793596E-2
5.546745114E1,6.138581783E-2,1.581916511E-1,-9.267793596E-2
5.546946390E1,6.032055244E-2,1.528653353E-1,-9.161267430E-2
5.547147687E1,5.712476373E-2,1.486042738E-1,-8.948214352E-2
5.547348989E1,5.286370963E-2,1.432779580E-1,-8.522108942E-2
5.547550229E1,4.966791719E-2,1.358211190E-1,-8.309056610E-2
5.547751249E1,4.647212476E-2,1.283642650E-1,-7.989477366E-2
5.547952265E1,4.221107066E-2,1.177116334E-1,-7.456845790E-2
5.548153281E1,3.688475490E-2,1.102547869E-1,-7.243792713E-2
5.548354296E1,3.049317189E-2,1.017326787E-1,-6.924213469E-2
5.548555312E1,2.303632535E-2,9.214530140E-2,-6.498108059E-2
5.548756328E1,1.557948068E-2,8.362319320E-2,-6.178529188E-2
5.548957343E1,4.926844500E-3,7.616634667E-2,-5.858949944E-2
5.549158359E1,-3.595264861E-3,6.977476925E-2,-5.645897239E-2
5.549359374E1,-1.318263728E-2,6.338318437E-2,-5.326318368E-2
5.549560390E1,-2.596580051E-2,5.912213027E-2,-5.006739125E-2
5.549761406E1,-3.981423005E-2,5.699160323E-2,-4.580633715E-2
5.549962421E1,-5.153212696E-2,5.060002208E-2,-4.261054471E-2
5.550163437E1,-6.431528926E-2,4.740423337E-2,-3.621896356E-2
5.550364453E1,-7.816372067E-2,4.314317927E-2,-2.876211889E-2
5.550565468E1,-8.881635964E-2,3.994738683E-2,-2.343579940E-2
5.550766484E1,-1.015995219E-1,3.888212144E-2,-1.704421826E-2
5.550967499E1,-1.090563685E-1,3.888212144E-2,-8.522109129E-3
5.551168515E1,-1.175784767E-1,3.568633273E-2,-0.000000000E0
5.551369531E1,-1.229047924E-1,3.568633273E-2,5.326318089E-3
5.551570546E1,-1.292963773E-1,3.462106735E-2,1.278316416E-2
5.551771562E1,-1.303616315E-1,3.142527863E-2,2.130527236E-2
5.551972578E1,-1.314269006E-1,2.716422267E-2,2.450106293E-2
5.552173593E1,-1.303616315E-1,2.503369562E-2,2.982738242E-2
5.552374609E1,-1.261005849E-1,2.077264152E-2,3.515370190E-2
5.552575624E1,-1.207742617E-1,1.651158556E-2,3.941475600E-2
5.552776640E1,-1.143826842E-1,9.054740891E-3,4.154528305E-2
5.552977656E1,-1.069258377E-1,4.793686327E-3,4.261054471E-2
5.553178671E1,-9.733846784E-2,-1.597895520E-3,4.367581010E-2
5.553379687E1,-8.668582886E-2,-6.924213842E-3,4.793686420E-2
5.553580703E1,-7.496792823E-2,-1.225053146E-2,4.793686420E-2
5.553781718E1,-6.538055837E-2,-1.864211448E-2,5.006739125E-2
5.553982734E1,-5.153212696E-2,-2.503369562E-2,5.326318368E-2
5.554183749E1,-4.087949172E-2,-3.249054030E-2,5.326318368E-2
5.554384765E1,-2.916159295E-2,-3.888212144E-2,5.326318368E-2
5.554585781E1,-1.850895584E-2,-4.527370632E-2,5.326318368E-2
5.554786796E1,-5.725792143E-3,-5.060002208E-2,5.326318368E-2
5.554987812E1,1.731053460E-3,-5.486107618E-2,5.645897239E-2
5.555188828E1,1.131842658E-2,-5.699160323E-2,5.326318368E-2
